year-month-day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2012-7-23,20,51,21,28,1006,SE,22.8,0,0
2012-7-23,21,30,20,27,1007,SE,25.93,0,0
2012-7-23,22,28,20,26,1007,SE,27.72,0,0
2012-7-23,23,23,21,26,1007,SE,28.61,0,0
2012-7-24,0,27,23,25,1007,SE,30.4,0,0
2012-7-24,1,24,22,25,1008,SE,32.19,0,0
2012-7-24,2,49,21,24,1008,NE,1.79,0,0
2012-7-24,3,59,21,24,1008,SE,1.79,0,0
2012-7-24,4,64,21,24,1008,cv,0.89,0,0
2012-7-24,5,55,21,23,1008,cv,1.78,0,0
2012-7-24,6,53,21,23,1008,cv,2.67,0,0
2012-7-24,7,56,22,24,1009,cv,3.56,0,0
2012-7-24,8,66,21,25,1009,cv,4.45,0,0
2012-7-24,9,70,21,25,1008,cv,5.34,0,0
2012-7-24,10,75,21,26,1009,NE,1.79,0,0
2012-7-24,11,76,22,27,1009,cv,0.89,0,0
2012-7-24,12,71,22,28,1009,cv,1.78,0,0
2012-7-24,13,80,22,29,1008,cv,3.57,0,0
2012-7-24,14,69,23,30,1008,SE,1.79,0,0
2012-7-24,15,63,21,31,1008,cv,0.89,0,0
2012-7-24,16,75,21,31,1008,SE,3.13,0,0
2012-7-24,17,65,22,31,1007,cv,0.89,0,0
2012-7-24,18,65,21,29,1007,SE,3.13,0,0
2012-7-24,19,76,22,28,1007,SE,6.26,0,0
2012-7-24,20,83,22,27,1008,SE,8.05,0,0
2012-7-24,21,81,24,28,1008,SE,11.18,0,0
2012-7-24,22,89,23,27,1009,SE,12.97,0,0
2012-7-24,23,103,23,27,1009,SE,14.76,0,0
2012-7-25,0,109,23,26,1009,SE,16.55,0,0
2012-7-25,1,103,23,26,1009,SE,18.34,0,0
2012-7-25,2,102,23,25,1008,SE,20.13,0,0
2012-7-25,3,90,23,25,1008,SE,21.92,0,0
2012-7-25,4,60,23,25,1008,SE,23.71,0,0
2012-7-25,5,56,23,24,1009,cv,0.89,0,0
2012-7-25,6,88,23,25,1009,SE,1.79,0,0
2012-7-25,7,90,24,25,1009,SE,3.58,0,0
2012-7-25,8,95,24,26,1010,SE,6.71,0,0
2012-7-25,9,102,24,25,1009,SE,9.84,0,1
2012-7-25,10,122,25,25,1008,SE,11.63,0,2
2012-7-25,11,130,25,27,1008,SE,14.76,0,3
2012-7-25,12,121,24,28,1007,SE,17.89,0,0
2012-7-25,13,108,24,28,1007,SE,21.02,0,0
2012-7-25,14,70,23,27,1007,SE,24.15,0,1
2012-7-25,15,60,25,28,1007,SE,27.28,0,0
2012-7-25,16,62,25,28,1006,SE,29.07,0,0
2012-7-25,17,79,25,28,1006,cv,0.89,0,0
2012-7-25,18,75,24,28,1005,SE,3.13,0,0
2012-7-25,19,68,24,27,1005,SE,4.92,0,0
2012-7-25,20,61,25,26,1005,SE,8.05,0,1
2012-7-25,21,56,25,26,1006,SE,11.18,0,0
2012-7-25,22,54,25,26,1005,SE,15.2,0,0
2012-7-25,23,62,25,26,1005,SE,18.33,0,0
2012-7-26,0,73,25,26,1005,SE,21.46,0,0
2012-7-26,1,70,24,25,1005,SE,24.59,0,0
2012-7-26,2,77,24,25,1004,SE,26.38,0,0
2012-7-26,3,75,25,25,1004,NE,1.79,0,0
2012-7-26,4,78,24,25,1004,SE,3.13,0,0
2012-7-26,5,69,24,25,1004,SE,7.15,0,0
2012-7-26,6,57,24,24,1004,SE,8.94,0,1
2012-7-26,7,54,24,25,1004,cv,0.89,0,0
2012-7-26,8,68,25,25,1004,SE,1.79,0,0
2012-7-26,9,77,25,25,1004,SE,5.81,0,0
2012-7-26,10,70,24,25,1004,SE,8.94,0,0
2012-7-26,11,61,24,26,1004,SE,12.07,0,0
2012-7-26,12,46,25,27,1004,SE,16.09,0,0
2012-7-26,13,61,24,26,1004,SE,20.11,0,0
2012-7-26,14,40,24,25,1004,SE,23.24,0,1
2012-7-26,15,29,25,26,1003,SE,27.26,0,0
2012-7-26,16,30,24,26,1004,SE,29.05,0,0
2012-7-26,17,46,24,25,1004,SE,30.84,0,0
2012-7-26,18,48,24,26,1002,SE,33.97,0,0
2012-7-26,19,49,24,26,1003,SE,35.76,0,0
2012-7-26,20,48,24,25,1005,SE,38.89,0,0
2012-7-26,21,39,24,25,1004,cv,0.89,0,0
2012-7-26,22,51,24,25,1004,SE,1.79,0,0
2012-7-26,23,56,23,25,1005,SE,3.58,0,0
2012-7-27,0,NA,23,25,1005,SE,4.47,0,0
2012-7-27,1,63,24,25,1005,SE,6.26,0,0
2012-7-27,2,53,23,25,1005,cv,0.89,0,0
2012-7-27,3,59,24,24,1005,SE,0.89,0,0
2012-7-27,4,54,24,25,1005,cv,0.89,0,0
2012-7-27,5,82,24,25,1005,NE,0.89,0,0
2012-7-27,6,79,24,25,1005,NE,1.78,0,0
2012-7-27,7,77,24,25,1005,NE,3.57,0,0
2012-7-27,8,80,24,26,1006,cv,0.89,0,0
2012-7-27,9,86,24,27,1006,cv,1.78,0,0
2012-7-27,10,101,24,27,1006,SE,1.79,0,0
2012-7-27,11,99,25,26,1006,cv,0.89,0,0
2012-7-27,12,91,25,26,1006,cv,2.68,0,0
2012-7-27,13,94,25,27,1006,cv,3.57,0,0
2012-7-27,14,99,25,28,1006,cv,4.46,0,0
2012-7-27,15,89,25,28,1006,NE,1.79,0,0
2012-7-27,16,86,26,28,1005,NE,3.58,0,0
2012-7-27,17,90,26,28,1005,NE,6.71,0,0
2012-7-27,18,94,26,28,1005,NE,8.5,0,0
2012-7-27,19,93,26,27,1005,SE,1.79,0,0
2012-7-27,20,105,25,27,1006,cv,0.89,0,0
2012-7-27,21,108,25,27,1006,SE,1.79,0,0
2012-7-27,22,109,25,26,1006,SE,3.58,0,1
2012-7-27,23,37,25,25,1006,NE,0.89,0,2
2012-7-28,0,51,25,26,1006,SE,1.79,0,3
2012-7-28,1,83,25,26,1005,SE,4.92,0,0
2012-7-28,2,NA,25,25,1005,NE,1.79,0,0
2012-7-28,3,88,25,25,1004,SE,1.79,0,1
2012-7-28,4,89,25,25,1003,SE,3.58,0,0
2012-7-28,5,98,24,25,1004,SE,6.71,0,0
2012-7-28,6,96,24,25,1004,SE,9.84,0,0
2012-7-28,7,94,24,25,1003,SE,13.86,0,0
2012-7-28,8,116,25,25,1003,SE,16.99,0,0
2012-7-28,9,130,25,25,1003,SE,18.78,0,0
2012-7-28,10,126,25,26,1003,SE,20.57,0,0
2012-7-28,11,128,26,28,1002,SE,23.7,0,0
2012-7-28,12,111,27,29,1001,SE,26.83,0,0
2012-7-28,13,108,26,30,1001,SE,31.75,0,0
2012-7-28,14,103,26,31,1000,SE,35.77,0,0
2012-7-28,15,110,26,31,1000,SE,41.58,0,0
2012-7-28,16,124,26,31,999,SE,46.5,0,0
2012-7-28,17,NA,26,31,999,SE,51.42,0,0
2012-7-28,18,NA,26,31,998,SE,55.44,0,0
2012-7-28,19,NA,26,30,998,SE,58.57,0,0
2012-7-28,20,NA,26,29,999,SE,60.36,0,0
2012-7-28,21,NA,27,28,998,SE,62.15,0,0
2012-7-28,22,NA,27,28,999,cv,1.79,0,0
2012-7-28,23,NA,22,27,999,NW,4.92,0,0
2012-7-29,0,NA,23,24,998,NW,8.94,0,0
2012-7-29,1,NA,22,23,998,NW,12.07,0,0
2012-7-29,2,NA,22,23,998,NE,1.79,0,0
2012-7-29,3,NA,21,22,998,NW,1.79,0,0
2012-7-29,4,NA,21,22,999,NW,4.92,0,0
2012-7-29,5,NA,21,22,999,NW,8.05,0,0
2012-7-29,6,NA,22,23,999,NW,11.18,0,0
2012-7-29,7,NA,22,25,999,NW,12.97,0,0
2012-7-29,8,NA,23,27,999,NW,17.89,0,0
2012-7-29,9,NA,22,30,1000,NW,22.81,0,0
2012-7-29,10,NA,21,32,1000,NW,27.73,0,0
2012-7-29,11,NA,19,33,1000,NW,33.54,0,0
2012-7-29,12,NA,19,33,999,NW,39.35,0,0
2012-7-29,13,NA,19,34,999,NW,44.27,0,0
2012-7-29,14,NA,20,34,999,NW,49.19,0,0
2012-7-29,15,NA,22,34,999,SE,1.79,0,0
2012-7-29,16,NA,20,35,998,NE,1.79,0,0
2012-7-29,17,NA,21,33,998,cv,0.89,0,0
2012-7-29,18,NA,20,33,999,SE,1.79,0,0
2012-7-29,19,NA,23,31,999,cv,0.89,0,0
2012-7-29,20,NA,24,27,1000,SE,0.89,0,0
2012-7-29,21,NA,24,27,1001,cv,0.89,0,0
2012-7-29,22,NA,25,27,1001,cv,1.78,0,0
2012-7-29,23,NA,24,26,1001,cv,2.67,0,0
2012-7-30,0,NA,22,25,1001,NW,1.79,0,0
2012-7-30,1,NA,22,26,1001,NW,4.92,0,0
2012-7-30,2,NA,21,24,1001,NW,6.71,0,0
2012-7-30,3,NA,21,22,1002,NW,9.84,0,0
2012-7-30,4,NA,21,23,1003,NW,12.97,0,0
2012-7-30,5,NA,20,22,1002,NW,16.1,0,0
2012-7-30,6,NA,19,25,1002,NE,4.92,0,0
2012-7-30,7,NA,19,26,1003,NE,8.05,0,0
2012-7-30,8,NA,20,27,1004,NE,11.18,0,0
2012-7-30,9,NA,19,29,1004,NE,14.31,0,0
2012-7-30,10,NA,19,29,1005,SE,3.13,0,0
2012-7-30,11,NA,20,28,1005,SE,6.26,0,0
2012-7-30,12,NA,21,29,1005,SE,8.05,0,0
2012-7-30,13,35,21,29,1005,SE,9.84,0,0
2012-7-30,14,45,22,29,1004,SE,11.63,0,0
2012-7-30,15,48,22,28,1004,cv,0.89,0,0
2012-7-30,16,49,24,26,1004,SE,1.79,0,1
2012-7-30,17,49,25,26,1004,cv,0.89,0,0
2012-7-30,18,58,24,26,1005,cv,1.78,0,1
2012-7-30,19,80,24,25,1005,NE,0.89,0,2
2012-7-30,20,76,24,25,1006,cv,0.45,0,3
2012-7-30,21,66,22,23,1007,cv,1.34,0,4
2012-7-30,22,67,22,23,1007,NW,1.79,0,5
2012-7-30,23,47,22,22,1007,NW,4.92,0,6
2012-7-31,0,38,22,22,1006,NW,6.71,0,7
2012-7-31,1,38,22,22,1005,NE,3.13,0,8
2012-7-31,2,37,20,20,1006,cv,0.89,0,9
2012-7-31,3,35,20,20,1006,cv,1.78,0,10
2012-7-31,4,35,20,21,1006,cv,2.67,0,11
2012-7-31,5,39,21,21,1005,cv,3.56,0,0
2012-7-31,6,44,21,21,1006,NW,3.13,0,2
2012-7-31,7,29,21,21,1007,NE,1.79,0,4
2012-7-31,8,25,21,21,1007,cv,0.89,0,5
2012-7-31,9,21,20,21,1007,NE,3.13,0,6
2012-7-31,10,16,20,21,1008,cv,0.89,0,7
2012-7-31,11,17,18,20,1007,SE,4.92,0,8
2012-7-31,12,14,19,19,1007,SE,8.05,0,9
2012-7-31,13,17,19,20,1007,NW,1.79,0,10
2012-7-31,14,15,20,20,1007,cv,0.89,0,11
2012-7-31,15,22,20,21,1006,NW,1.79,0,12
2012-7-31,16,20,20,21,1006,NW,4.92,0,13
2012-7-31,17,24,20,21,1006,NW,6.71,0,14
2012-7-31,18,21,20,21,1007,NW,9.84,0,15
2012-7-31,19,22,20,21,1007,NW,12.97,0,16
2012-7-31,20,27,21,21,1007,NW,16.1,0,17
2012-7-31,21,NA,20,21,1008,NW,19.23,0,18
2012-7-31,22,26,20,20,1008,NW,22.36,0,19
2012-7-31,23,22,20,20,1008,NW,26.38,0,20
2012-8-1,0,9,20,20,1008,NW,30.4,0,21
2012-8-1,1,14,20,20,1008,NW,33.53,0,22
2012-8-1,2,9,20,20,1007,NW,36.66,0,23
2012-8-1,3,9,20,20,1007,NW,38.45,0,0
2012-8-1,4,17,20,20,1007,NW,40.24,0,0
2012-8-1,5,11,20,20,1007,cv,0.89,0,1
2012-8-1,6,14,20,20,1007,NW,0.89,0,2
2012-8-1,7,17,20,20,1008,NW,4.91,0,3
2012-8-1,8,22,20,20,1008,NW,9.83,0,4
2012-8-1,9,18,20,20,1008,NE,4.92,0,5
2012-8-1,10,8,20,20,1008,NE,10.73,0,6
2012-8-1,11,8,20,20,1008,NW,4.92,0,7
2012-8-1,12,16,20,21,1008,NW,10.73,0,8
2012-8-1,13,19,21,21,1008,NE,4.92,0,9
2012-8-1,14,13,20,22,1007,NW,4.92,0,10
2012-8-1,15,10,20,22,1007,NE,4.92,0,11
2012-8-1,16,6,20,22,1006,NW,4.92,0,12
2012-8-1,17,7,20,23,1006,NE,4.92,0,13
2012-8-1,18,9,20,23,1006,NW,5.81,0,14
2012-8-1,19,13,20,22,1006,NW,10.73,0,0
2012-8-1,20,9,20,23,1007,NW,14.75,0,0
2012-8-1,21,16,20,22,1007,NW,17.88,0,0
2012-8-1,22,17,21,22,1007,NW,21.01,0,0
2012-8-1,23,11,20,21,1007,NE,1.79,0,0
2012-8-2,0,18,19,20,1007,NW,1.79,0,0
2012-8-2,1,16,19,20,1007,NW,4.92,0,0
2012-8-2,2,13,19,20,1007,NW,8.05,0,0
2012-8-2,3,18,19,20,1007,NE,3.13,0,0
2012-8-2,4,11,19,21,1007,NE,7.15,0,0
2012-8-2,5,16,19,20,1007,NW,1.79,0,0
2012-8-2,6,15,19,20,1007,NW,3.58,0,0
2012-8-2,7,15,20,23,1008,NW,7.6,0,0
2012-8-2,8,9,21,25,1008,NW,11.62,0,0
2012-8-2,9,14,21,27,1008,NW,15.64,0,0
2012-8-2,10,10,20,27,1009,NE,3.13,0,0
2012-8-2,11,16,20,28,1008,NW,3.13,0,0
2012-8-2,12,14,20,29,1008,cv,0.89,0,0
2012-8-2,13,9,21,30,1007,NE,1.79,0,0
2012-8-2,14,17,21,30,1007,SE,1.79,0,0
2012-8-2,15,15,20,30,1007,SE,3.58,0,0
2012-8-2,16,17,21,31,1007,SE,5.37,0,0
2012-8-2,17,21,21,30,1006,SE,8.5,0,0
2012-8-2,18,18,22,29,1006,SE,11.63,0,0
2012-8-2,19,22,22,27,1007,SE,13.42,0,0
2012-8-2,20,30,23,26,1008,cv,0.89,0,0
2012-8-2,21,33,23,24,1009,SE,0.89,0,0
2012-8-2,22,33,23,24,1009,SE,2.68,0,0
2012-8-2,23,55,23,25,1009,SE,4.47,0,0
2012-8-3,0,69,23,25,1009,SE,7.6,0,0
2012-8-3,1,77,23,24,1009,SE,10.73,0,0
2012-8-3,2,64,23,24,1009,SE,12.52,0,0
2012-8-3,3,61,23,23,1009,cv,0.45,0,0
2012-8-3,4,50,23,23,1009,cv,0.9,0,0
2012-8-3,5,48,23,23,1009,NE,0.89,0,0
2012-8-3,6,54,23,23,1009,NE,2.68,0,0
2012-8-3,7,60,23,24,1009,cv,0.89,0,0
2012-8-3,8,77,24,25,1009,NW,1.79,0,0
2012-8-3,9,93,24,27,1008,NW,3.58,0,0
2012-8-3,10,74,24,28,1008,NE,1.79,0,0
2012-8-3,11,76,24,29,1008,NE,3.58,0,0
2012-8-3,12,81,23,29,1008,SE,3.13,0,0
2012-8-3,13,54,23,30,1007,SE,4.92,0,0
2012-8-3,14,38,23,31,1006,SE,8.05,0,0
2012-8-3,15,42,24,30,1006,SE,11.18,0,0
2012-8-3,16,NA,24,30,1006,SE,12.97,0,0
2012-8-3,17,50,23,29,1005,SE,16.1,0,0
2012-8-3,18,51,24,29,1005,SE,17.89,0,0
2012-8-3,19,51,23,28,1005,SE,21.91,0,0
2012-8-3,20,49,23,27,1006,SE,25.93,0,0
2012-8-3,21,33,23,26,1007,SE,27.72,0,0
2012-8-3,22,31,23,25,1007,SE,31.74,0,0
2012-8-3,23,31,22,24,1007,SE,33.53,0,0
2012-8-4,0,28,22,24,1007,SE,35.32,0,0
2012-8-4,1,23,22,25,1006,cv,0.89,0,0
2012-8-4,2,30,22,24,1006,NW,3.13,0,0
2012-8-4,3,28,23,24,1005,NW,6.26,0,0
2012-8-4,4,29,22,24,1005,NW,9.39,0,0
2012-8-4,5,39,22,23,1006,NE,1.79,0,0
2012-8-4,6,36,22,23,1006,NW,1.79,0,0
2012-8-4,7,36,23,26,1006,NW,4.92,0,0
2012-8-4,8,30,22,28,1007,NW,8.94,0,0
2012-8-4,9,19,21,29,1007,NE,3.13,0,0
2012-8-4,10,16,22,30,1007,NE,8.05,0,0
2012-8-4,11,18,21,31,1007,NE,12.07,0,0
2012-8-4,12,18,20,31,1008,NE,15.2,0,0
2012-8-4,13,17,22,32,1007,NE,16.99,0,0
2012-8-4,14,6,22,32,1007,SE,3.13,0,0
2012-8-4,15,22,22,31,1007,SE,6.26,0,0
2012-8-4,16,15,23,31,1008,SE,9.39,0,0
2012-8-4,17,24,23,31,1008,SE,12.52,0,0
2012-8-4,18,20,22,30,1008,SE,16.54,0,0
2012-8-4,19,24,22,29,1009,SE,19.67,0,0
2012-8-4,20,31,22,28,1009,SE,21.46,0,0
2012-8-4,21,25,22,28,1010,SE,24.59,0,0
2012-8-4,22,44,23,27,1010,SE,27.72,0,0
2012-8-4,23,29,24,26,1011,SE,29.51,0,0
2012-8-5,0,32,24,26,1011,cv,0.89,0,0
2012-8-5,1,43,24,25,1011,SE,0.89,0,0
2012-8-5,2,54,24,24,1011,SE,2.68,0,0
2012-8-5,3,46,23,24,1011,cv,0.45,0,0
2012-8-5,4,47,23,24,1011,SE,1.79,0,0
2012-8-5,5,44,24,24,1011,SE,2.68,0,0
2012-8-5,6,52,24,24,1011,SE,3.57,0,0
2012-8-5,7,53,24,25,1011,SE,4.46,0,0
2012-8-5,8,49,25,26,1011,NE,1.79,0,0
2012-8-5,9,51,24,28,1012,NW,1.79,0,0
2012-8-5,10,56,23,29,1012,NW,3.58,0,0
2012-8-5,11,53,22,31,1012,cv,1.79,0,0
2012-8-5,12,28,23,30,1011,NE,1.79,0,0
2012-8-5,13,22,23,31,1011,SE,3.13,0,0
2012-8-5,14,29,22,32,1010,SE,4.92,0,0
2012-8-5,15,39,21,31,1010,SE,8.05,0,0
2012-8-5,16,29,22,31,1010,SE,11.18,0,0
2012-8-5,17,23,22,31,1010,SE,14.31,0,0
2012-8-5,18,24,22,30,1010,SE,17.44,0,0
2012-8-5,19,53,22,28,1010,SE,20.57,0,0
2012-8-5,20,69,23,27,1010,SE,22.36,0,0
2012-8-5,21,69,23,28,1010,SE,25.49,0,0
2012-8-5,22,84,23,27,1011,SE,28.62,0,0
2012-8-5,23,79,23,27,1011,SE,30.41,0,0
2012-8-6,0,73,23,26,1011,SE,31.3,0,0
2012-8-6,1,67,24,25,1010,cv,0.89,0,0
2012-8-6,2,74,24,26,1010,cv,1.78,0,0
2012-8-6,3,82,24,25,1010,cv,2.67,0,0
2012-8-6,4,83,24,25,1010,NW,0.89,0,0
2012-8-6,5,95,24,24,1010,NW,2.68,0,0
2012-8-6,6,95,24,24,1010,cv,0.89,0,0
2012-8-6,7,82,25,26,1010,NW,1.79,0,0
2012-8-6,8,85,25,28,1010,cv,0.89,0,0
2012-8-6,9,81,25,30,1010,NE,1.79,0,0
2012-8-6,10,78,25,31,1010,NW,1.79,0,0
2012-8-6,11,73,23,32,1010,cv,0.89,0,0
2012-8-6,12,61,23,32,1009,SE,1.79,0,0
2012-8-6,13,63,24,31,1009,SE,5.81,0,0
2012-8-6,14,55,24,31,1008,SE,8.94,0,0
2012-8-6,15,50,23,31,1008,SE,12.07,0,0
2012-8-6,16,46,23,32,1007,SE,15.2,0,0
2012-8-6,17,46,24,31,1007,SE,18.33,0,0
2012-8-6,18,47,23,30,1007,SE,21.46,0,0
2012-8-6,19,44,23,29,1007,SE,23.25,0,0
2012-8-6,20,37,23,28,1007,SE,25.04,0,0
2012-8-6,21,44,24,28,1008,SE,26.83,0,0
2012-8-6,22,38,24,27,1008,SE,28.62,0,0
2012-8-6,23,45,24,27,1008,SE,30.41,0,0
2012-8-7,0,57,23,27,1008,SE,32.2,0,0
2012-8-7,1,52,24,26,1008,cv,0.89,0,0
2012-8-7,2,59,24,25,1008,SE,0.89,0,0
2012-8-7,3,67,24,24,1007,SE,1.78,0,0
2012-8-7,4,67,24,24,1007,NE,0.89,0,0
2012-8-7,5,75,23,24,1007,SE,0.89,0,0
2012-8-7,6,73,24,24,1008,cv,0.89,0,0
2012-8-7,7,79,25,26,1008,cv,1.78,0,0
2012-8-7,8,74,25,28,1008,cv,2.67,0,0
2012-8-7,9,67,24,29,1008,cv,4.46,0,0
2012-8-7,10,56,25,30,1008,SE,1.79,0,0
2012-8-7,11,66,24,31,1007,SE,3.58,0,0
2012-8-7,12,63,24,30,1007,SE,6.71,0,0
2012-8-7,13,67,24,31,1006,cv,3.13,0,0
2012-8-7,14,63,24,31,1006,SE,4.02,0,0
2012-8-7,15,58,24,31,1006,SE,8.04,0,0
2012-8-7,16,57,25,31,1005,SE,12.06,0,0
2012-8-7,17,55,25,31,1005,SE,15.19,0,0
2012-8-7,18,61,25,30,1005,SE,19.21,0,0
2012-8-7,19,68,25,29,1005,SE,21,0,0
2012-8-7,20,73,24,28,1005,SE,22.79,0,0
2012-8-7,21,85,24,28,1006,SE,24.58,0,0
2012-8-7,22,79,25,28,1006,cv,0.89,0,0
2012-8-7,23,89,25,27,1006,SE,1.79,0,0
2012-8-8,0,89,25,27,1005,SE,4.92,0,0
2012-8-8,1,88,25,27,1005,SE,6.71,0,0
2012-8-8,2,101,25,27,1005,SE,8.5,0,0
2012-8-8,3,106,25,27,1004,SE,10.29,0,0
2012-8-8,4,119,25,27,1004,SE,12.08,0,0
2012-8-8,5,116,25,26,1005,SE,13.87,0,0
2012-8-8,6,127,25,26,1005,cv,0.89,0,0
2012-8-8,7,136,25,26,1005,SE,0.89,0,1
2012-8-8,8,120,25,26,1006,cv,0.89,0,2
2012-8-8,9,109,26,28,1005,cv,1.78,0,0
2012-8-8,10,106,26,28,1006,cv,2.67,0,0
2012-8-8,11,84,26,30,1005,cv,3.56,0,0
2012-8-8,12,75,26,31,1005,cv,4.45,0,0
2012-8-8,13,80,26,31,1005,NE,0.89,0,0
2012-8-8,14,76,26,31,1005,NE,2.68,0,0
2012-8-8,15,79,27,32,1004,NW,3.13,0,0
2012-8-8,16,33,26,31,1004,NE,4.02,0,0
2012-8-8,17,25,20,29,1004,NE,4.91,0,0
2012-8-8,18,25,22,29,1005,cv,0.89,0,0
2012-8-8,19,29,24,28,1005,NE,0.89,0,0
2012-8-8,20,28,23,27,1005,NW,1.79,0,0
2012-8-8,21,35,23,26,1006,cv,0.45,0,0
2012-8-8,22,37,24,26,1006,cv,0.9,0,0
2012-8-8,23,33,24,26,1006,NW,1.79,0,0
2012-8-9,0,31,24,24,1006,NW,4.92,0,0
2012-8-9,1,43,23,24,1006,cv,0.89,0,0
2012-8-9,2,37,21,23,1006,NW,1.79,0,0
2012-8-9,3,21,21,22,1006,NW,5.81,0,0
2012-8-9,4,15,21,22,1006,cv,0.89,0,0
2012-8-9,5,10,20,21,1007,cv,1.78,0,0
2012-8-9,6,21,21,22,1007,NW,1.79,0,0
2012-8-9,7,23,23,25,1008,NW,3.58,0,0
2012-8-9,8,40,23,27,1008,cv,0.89,0,0
2012-8-9,9,46,24,29,1008,cv,1.78,0,0
2012-8-9,10,49,23,29,1008,cv,2.67,0,0
2012-8-9,11,52,19,31,1008,cv,4.46,0,0
2012-8-9,12,46,19,32,1007,cv,5.35,0,0
2012-8-9,13,45,19,32,1007,cv,7.14,0,0
2012-8-9,14,48,21,34,1006,cv,8.93,0,0
2012-8-9,15,52,22,33,1006,SE,1.79,0,0
2012-8-9,16,56,21,32,1005,SE,5.81,0,0
2012-8-9,17,57,21,32,1005,SE,9.83,0,0
2012-8-9,18,39,20,31,1005,SE,12.96,0,0
2012-8-9,19,32,21,29,1006,SE,14.75,0,0
2012-8-9,20,38,21,28,1006,SE,16.54,0,0
2012-8-9,21,38,22,27,1007,SE,18.33,0,0
2012-8-9,22,34,21,27,1007,SE,21.46,0,0
2012-8-9,23,41,22,25,1007,cv,0.89,0,0
2012-8-10,0,37,23,25,1008,SE,0.89,0,0
2012-8-10,1,43,23,24,1007,SE,2.68,0,0
2012-8-10,2,53,23,24,1007,SE,4.47,0,0
2012-8-10,3,57,23,24,1007,cv,0.89,0,0
2012-8-10,4,72,23,23,1007,cv,1.78,0,0
2012-8-10,5,85,23,23,1007,NE,1.79,0,0
2012-8-10,6,89,23,23,1007,NE,2.68,0,0
2012-8-10,7,94,24,24,1008,cv,0.89,0,0
2012-8-10,8,100,24,26,1008,cv,1.78,0,0
2012-8-10,9,116,24,28,1008,cv,2.67,0,0
2012-8-10,10,120,23,29,1007,cv,3.56,0,0
2012-8-10,11,108,24,31,1007,SE,1.79,0,0
2012-8-10,12,89,21,31,1006,cv,0.89,0,0
2012-8-10,13,70,21,32,1006,SE,1.79,0,0
2012-8-10,14,55,20,32,1006,SE,4.92,0,0
2012-8-10,15,55,20,31,1005,SE,8.05,0,0
2012-8-10,16,58,20,31,1005,SE,11.18,0,0
2012-8-10,17,52,20,31,1005,SE,12.97,0,0
2012-8-10,18,60,20,30,1005,SE,16.1,0,0
2012-8-10,19,72,21,29,1005,SE,17.89,0,0
2012-8-10,20,97,22,27,1006,SE,19.68,0,0
2012-8-10,21,97,19,27,1006,SE,22.81,0,0
2012-8-10,22,94,19,26,1006,SE,25.94,0,0
2012-8-10,23,76,20,25,1006,SE,27.73,0,0
2012-8-11,0,85,22,24,1006,cv,0.89,0,0
2012-8-11,1,93,22,24,1006,SE,1.79,0,0
2012-8-11,2,89,22,24,1006,SE,3.58,0,0
2012-8-11,3,105,22,24,1005,SE,5.37,0,0
2012-8-11,4,108,22,23,1006,NE,0.89,0,0
2012-8-11,5,114,22,23,1006,SE,1.79,0,0
2012-8-11,6,116,22,23,1006,SE,3.58,0,0
2012-8-11,7,118,22,24,1006,NE,1.79,0,0
2012-8-11,8,112,22,25,1007,SE,1.79,0,0
2012-8-11,9,124,22,25,1006,SE,3.58,0,0
2012-8-11,10,136,23,27,1006,SE,6.71,0,0
2012-8-11,11,137,23,27,1006,cv,0.89,0,0
2012-8-11,12,138,20,28,1006,cv,1.78,0,0
2012-8-11,13,127,21,28,1005,SE,1.79,0,0
2012-8-11,14,88,22,27,1005,cv,0.89,0,1
2012-8-11,15,79,21,27,1005,cv,1.78,0,2
2012-8-11,16,67,21,27,1006,cv,2.67,0,3
2012-8-11,17,NA,23,26,1005,cv,3.56,0,4
2012-8-11,18,NA,20,25,1005,NW,3.13,0,5
2012-8-11,19,NA,19,23,1006,NW,4.92,0,6
2012-8-11,20,NA,21,23,1006,NW,8.94,0,7
2012-8-11,21,NA,19,22,1007,NW,13.86,0,8
2012-8-11,22,NA,19,22,1006,NW,17.88,0,9
2012-8-11,23,NA,20,21,1006,NW,23.69,0,10
2012-8-12,0,NA,20,20,1006,NW,28.61,0,11
2012-8-12,1,NA,20,20,1006,NW,33.53,0,12
2012-8-12,2,NA,20,20,1006,NW,36.66,0,13
2012-8-12,3,NA,20,20,1006,NW,39.79,0,14
2012-8-12,4,NA,20,20,1005,NW,41.58,0,15
2012-8-12,5,NA,20,20,1006,NW,43.37,0,0
2012-8-12,6,NA,20,20,1005,NW,46.5,0,0
2012-8-12,7,NA,20,21,1005,NW,49.63,0,0
2012-8-12,8,NA,21,22,1005,NW,52.76,0,0
2012-8-12,9,NA,22,25,1005,NE,1.79,0,0
2012-8-12,10,NA,22,27,1005,NW,1.79,0,0
2012-8-12,11,NA,22,27,1005,SE,3.13,0,0
2012-8-12,12,NA,22,27,1005,SE,6.26,0,0
2012-8-12,13,NA,22,29,1004,SE,8.05,0,0
2012-8-12,14,NA,21,29,1004,SE,11.18,0,0
2012-8-12,15,NA,21,29,1004,SE,15.2,0,0
2012-8-12,16,NA,22,28,1004,SE,18.33,0,0
2012-8-12,17,NA,21,28,1004,SE,22.35,0,0
2012-8-12,18,NA,21,27,1005,SE,25.48,0,0
